"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"socialdev_cvict_c9_f_06","Integer","","Recommended","socialdev_cvict_c9_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_f_07","Integer","","Recommended","socialdev_cvict_c9_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_f_08","Integer","","Recommended","socialdev_cvict_c9_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_g","Integer","","Recommended","socialdev_cvict_c9== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c9_h","Integer","","Recommended","socialdev_cvict_c9== 1","Who did this? If there was more than one person, who was the most responsible?","1::14;98;99","1=Brother, sister, or other child who lives with you (cousin, foster sibling, etc.); 2=Biological or adoptive father; 3=Step-father or live-in boyfriend; 4=Biological or adoptive mother; 5=Step-mother or live-in girlfriend; 6=Foster parent; 7=A relative who lives in your home (uncle, grandparent, etc.); 8=A relative who does not live with you; 9=A parent?s boyfriend, girlfriend, date, or ex-boyfriend or girlfriend who does not live with you; 10=Grown-up you know from some organization, such as a teacher, coach, or youth group leader; 11=Anyone else you know such as a friend or neighbor or schoolmate; 12=Stranger (a stranger is someone you don't know); 13=Boyfriend/girlfriend, or ex-boyfriend/ex-girlfriend; 14=Other; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c9_h_other","String","60","Recommended","socialdev_cvict_c9== 1 &&socialdev_cvict_c9_h== 14","<i>(write in who it was)</i>","","",""
"socialdev_cvict_c9_i","Integer","","Recommended","socialdev_cvict_c9== 1","Was this person a man, woman, boy, or girl?","1::4;98;99","1=Man; 2=Woman; 3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c9_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_c9_j4","String","60","Recommended","socialdev_cvict_c9== 1 &&socialdev_cvict_c9_j(4)==1","Specify other:","","",""
"socialdev_cvict_c9_m","Integer","","Recommended","socialdev_cvict_c9== 1","When this last happened did someone actually use <u>physical</u> force by pushing, grabbing, hitting or threatening you with a weapon?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_c9_n","Integer","","Recommended","socialdev_cvict_c9== 1 &&(socialdev_cvict_c9_i==3 ||socialdev_cvict_c9_i==4)","Did the person who did this have an advantage over you because he/she was stronger, more popular, or had a lot of influence over other kids?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p1_a","String","60","Recommended","socialdev_cvict_p1== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p1_b_y","String","60","Recommended","socialdev_cvict_p1== 1 &&socialdev_cvict_p1_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p1_c","Integer","","Recommended","socialdev_cvict_p1== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p1_d_y","String","60","Recommended","socialdev_cvict_p1== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p1_e","Integer","","Recommended","socialdev_cvict_p1== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p1_f_01","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_02","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_03","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_04","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_05","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_06","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_07","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_08","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_f_09","Integer","","Recommended","socialdev_cvict_p1_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_g","Integer","","Recommended","socialdev_cvict_p1== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p1_i","Integer","","Recommended","socialdev_cvict_p1== 1","Were these kids boys, girls, or both?","3::5;98;99","3=Boys; 4=Girls; 5=Both; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p1_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_p1_j4","String","60","Recommended","socialdev_cvict_p1== 1 &&socialdev_cvict_p1_j(4)==1","Specify other:","","",""
"socialdev_cvict_p1_m","Integer","","Recommended","socialdev_cvict_p1== 1","When this last happened did someone actually use <u>physical</u> force by pushing, grabbing, hitting or threatening you with a weapon?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p1_n","Integer","","Recommended","socialdev_cvict_p1== 1 &&(socialdev_cvict_p1_i==3 ||socialdev_cvict_p1_i==4 ||socialdev_cvict_p1_i==5)","Did the kids who did this have an advantage over you because they were stronger, more popular, or had a lot of influence over other kids?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p2_a","String","60","Recommended","socialdev_cvict_p2== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p2_b_y","String","60","Recommended","socialdev_cvict_p2== 1 &&socialdev_cvict_p2_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p2_c","Integer","","Recommended","socialdev_cvict_p2== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p2_d_y","String","60","Recommended","socialdev_cvict_p2== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p2_e","Integer","","Recommended","socialdev_cvict_p2== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p2_f_01","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_02","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_03","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_04","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_05","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_06","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_07","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_08","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_09","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_f_10","Integer","","Recommended","socialdev_cvict_p2_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_g","Integer","","Recommended","socialdev_cvict_p2== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p2_i","Integer","","Recommended","socialdev_cvict_p2== 1","Was this person a boy or girl?","3;4;98;99","3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p2_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_p2_m","Integer","","Recommended","socialdev_cvict_p2== 1","When this last happened did someone actually use <u>physical</u> force by pushing, grabbing, hitting or threatening you with a weapon?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p2_n","Integer","","Recommended","socialdev_cvict_p2== 1 &&(socialdev_cvict_p2_i==3 ||socialdev_cvict_p2_i==4)","Did the person who did this have an advantage over you because he/she was stronger, more popular, or had a lot of influence over other kids?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p3_a","String","60","Recommended","socialdev_cvict_p3== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p3_b_y","String","60","Recommended","socialdev_cvict_p3== 1 &&socialdev_cvict_p3_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p3_c","Integer","","Recommended","socialdev_cvict_p3== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p3_d_y","String","60","Recommended","socialdev_cvict_p3== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p3_e","Integer","","Recommended","socialdev_cvict_p3== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p3_f_01","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_02","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_03","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_04","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_05","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_06","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_07","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_08","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_09","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_10","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_f_11","Integer","","Recommended","socialdev_cvict_p3_e== 1 &&socialdev_cvict_p2== 1 ","Any time another kid hit you at home, at school, or anywhere","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_g","Integer","","Recommended","socialdev_cvict_p3== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p3_i","Integer","","Recommended","socialdev_cvict_p3== 1","Was this person a boy or girl?","3;4;98;99","3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p3_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_p3_j4","String","60","Recommended","socialdev_cvict_p3== 1 &&socialdev_cvict_p3_j(4)==1","Specify other:","","",""
"socialdev_cvict_p3_m","Integer","","Recommended","socialdev_cvict_p3== 1","When this last happened did someone actually use <u>physical</u> force by pushing, grabbing, hitting or threatening you with a weapon?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p3_n","Integer","","Recommended","socialdev_cvict_p3== 1 &&(socialdev_cvict_p3_i==3 ||socialdev_cvict_p3_i==4)","Did the person who did this have an advantage over you because he/she was stronger, more popular, or had a lot of influence over other kids?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p4_a","String","60","Recommended","socialdev_cvict_p4== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p4_b_y","String","60","Recommended","socialdev_cvict_p4== 1 &&socialdev_cvict_p4_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p4_c","Integer","","Recommended","socialdev_cvict_p4== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p4_d_y","String","60","Recommended","socialdev_cvict_p4== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p4_e","Integer","","Recommended","socialdev_cvict_p4== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1 ||socialdev_cvict_p3== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p4_f_01","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_02","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_03","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_04","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_05","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_06","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_07","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_08","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_09","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_10","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_11","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_p2== 1 ","Any time another kid hit you at home, at school, or anywhere","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_f_12","Integer","","Recommended","socialdev_cvict_p4_e== 1 &&socialdev_cvict_p3== 1 ","Any time kids tried to hurt you by hitting or kicking your private parts","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_g","Integer","","Recommended","socialdev_cvict_p4== 1","Were you physically hurt when this happened?  Hurt means you could still feel pain in your body the next day.  You are also hurt when you have a bruise, a cut that bleeds, or a broken bone.","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p4_i","Integer","","Recommended","socialdev_cvict_p4== 1","Was this person a boy, or girl?","3;4;98;99","3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p4_j___1","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_j___2","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Knife","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_j___3","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Stick, rock, bottle, or tool such as a hammer","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_j___4","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  : Other","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_j___5","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :No weapon used","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_j___98","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I don't know","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_j___99","Integer","","Recommended","socialdev_cvict_c1== 1","Did the person who did this use any of these?  :  I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_p4_j4","String","60","Recommended","socialdev_cvict_p4== 1 &&socialdev_cvict_p4_j(4)==1","Specify other:","","",""
"socialdev_cvict_p4_m","Integer","","Recommended","socialdev_cvict_p4== 1","When this last happened did someone actually use <u>physical</u> force by pushing, grabbing, hitting or threatening you with a weapon?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p4_n","Integer","","Recommended","socialdev_cvict_p4== 1 &&(socialdev_cvict_p4_i==3 ||socialdev_cvict_p4_i==4)","Did the person who did this have an advantage over you because he/she was stronger, more popular, or had a lot of influence over other kids?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p5_a","String","60","Recommended","socialdev_cvict_p5== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_p5_b_y","String","60","Recommended","socialdev_cvict_p5== 1 &&socialdev_cvict_p5_a>1","How old were you the first time this happened?","","",""
"socialdev_cvict_p5_c","Integer","","Recommended","socialdev_cvict_p5== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p5_d_y","String","60","Recommended","socialdev_cvict_p5== 1","How old were you when this last happened?","","",""
"socialdev_cvict_p5_e","Integer","","Recommended","socialdev_cvict_p5== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1 ||socialdev_cvict_p3== 1 ||socialdev_cvict_p4== 1)","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_p5_f_01","Integer","","Recommended","socialdev_cvict_p5_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
