"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"mypi_mj_synth_first","Integer","","Recommended","","Was this the first time you tried a synthetic or fake marijuana?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_synth_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_sniff_first","Integer","","Recommended","","Was this the first time you sniffed liquids, sprays, or gases?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_sniff_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_pills_first","Integer","","Recommended","","Was this the first time you tried prescription stimulants?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_pills_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_mj_vape_first","Integer","","Recommended","","Was this the first time you tried vaping marijuana flower?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_mj_vape] = '1' and ([event-name] = '30_month_follow_up_arm_1' or [event-name] = '42_month_follow_up_arm_1' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_pills_dep_first","Integer","","Recommended","","Was this the first time you tried prescription sedatives?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_pills_dep_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_pr_first","Integer","","Recommended","","Was this the first time you tried prescription pain relievers?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_pr_used]='1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'')",""
"mypi_coke_used","Integer","","Recommended","","Have you used stimulant drugs such as cocaine or crack cocaine at any time in the past 6 months?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = '30_month_follow_up_arm_1' or [event-name] = '42_month_follow_up_arm_1' OR [event-name] = '54_month_follow_up_arm_1'",""
"mypi_coke_first","Integer","","Recommended","","Was this the first time you tried cocaine?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_coke_used] = '1' and ([event-name] = '30_month_follow_up_arm_1' or  [event-name] = '42_month_follow_up_arm_1' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_meth_used","Integer","","Recommended","","Have you used methamphetamine or ''crystal meth'' at any time in the past 6 months?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'",""
"mypi_meth_first","Integer","","Recommended","","Was this the first time you tried methamphetamine?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_meth_used] = '1' and ([event-name] = '30_month_follow_up_arm_1' or [event-name] = '42_month_follow_up_arm_1' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_heroin_used","Integer","","Recommended","","Have you used heroin or opium at any time in the past 6 months?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'",""
"mypi_heroin_first","Integer","","Recommended","","Was this the first time you tried heroin?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_heroin_used] = '1'  and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_cold_first","Integer","","Recommended","","Was this the first time you tried over-the-counter cough or cold medicine, DXM, ''lean,'' or ''purple drank'' just to get high?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_cold_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = ''54_month_follow_up_arm_1'')",""
"mypi_bypho_first","Integer","","Recommended","","Was this the first time you tried bittamugen or byphoditin?","0;1;777","1=yes ; 0=no ; 777=refuse to answer [mypi_bypho_used] = '1' and ([event-name] = ''30_month_follow_up_arm_1'' or [event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')",""
"mypi_ecstasy_first","Integer","","Recommended","","Was this the first time you tried ecstasy?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_ecstasy_used] = '1' and ([event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_steroids_used","Integer","","Recommended","","Have you used steroids or roids'' at any time in the past 6 months?''","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_ghb_first","Integer","","Recommended","","Was this the first time you tried GHB?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_ghb_used] = '1' and ([event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
"mypi_mushroom_used","Integer","","Recommended","","Have you used the hallucinogen magic mushrooms'' or ''shrooms'' at any time in the past 6 months?''","1;0;777","1=yes ; 0=no ; 777=refuse to answer [event-name] = 42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1'''",""
"mypi_hallucinogen_first","Integer","","Recommended","","Was this the first time you tried one of these hallucinogen drugs?","1;0;777","1=yes ; 0=no ; 777=refuse to answer [mypi_hallucinogen_used] = 1'' and ([event-name] = ''42_month_follow_up_arm_1'' OR [event-name] = '54_month_follow_up_arm_1')''",""
